UniqueID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Stub
B23024_002,138.59992039382615,226.62548977841888,21.494521196976986,44.76418075789728,219.45264807393085,154.74426007934937,95.29101538766946,59.06612099344177,73.09498076655863,96.67044475417268,Income in the past 12 months below poverty level:
B25002_003,135.16097871457495,170.97085521525668,42.079213048926576,42.38383101636826,109.5792924845227,58.1332635091974,181.58015427150409,58.23519636024652,114.7515480838008,95.43816264393575,Vacant
B25003_003,131.3334294204793,152.5127140089496,20.462848326544112,40.75486779383971,257.07335570808067,108.1894847052426,54.212767327815314,54.56460539639235,131.94479079056381,184.25137931371393,Renter occupied
B25004_002,143.838279544446,186.47942584223554,16.890160256223346,31.934232693742853,277.2200600766103,83.37742690264966,53.143650180588445,38.022129770465895,157.70312493361234,144.73955304520908,For rent
B25004_004,151.0471403469122,144.32490850896858,84.47953870275087,91.09863030703377,45.22949613096349,60.41260519184534,136.15269354486853,103.3983189137623,98.7293917894111,77.6053569974021,For sale only
B25004_006,95.9408322616634,19.46055485217889,49.37594323557689,39.55838361648091,46.70495765949232,22.03529364518964,277.5949309789893,44.09423049090959,158.88313000156,66.30700356842648,"For seasonal, recreational, or occasional use"
B25004_007,125.9497327822783,78.93628501338213,18.194022632269935,30.34034275030052,81.40925652768163,179.5478706362449,242.36502170860064,24.01937930181397,79.50712496329027,56.806161773013066,For migrant workers
B25017_002,115.39458552186437,82.85145390056661,13.906986022306326,14.17582509210678,406.46124469756637,70.01983120205279,53.49723897892405,21.210128106174533,111.70983991047365,299.0883399404196,1 room
B25017_003,110.467851243216,53.7119236856061,11.916886747764801,13.784706226877166,345.4186550002415,61.78511355547718,64.69749772493999,18.93755228537844,150.30471929292088,314.05517680493796,2 rooms
B25017_004,120.8296441633951,92.98487704506346,11.781918465560114,18.214978289549908,317.0133584128437,80.98853304888561,64.13757386540586,26.944691886681028,149.8679607664447,253.83480539439813,3 rooms
B25017_005,130.01852688994398,124.87999160127126,19.30609062751189,38.5113523759186,194.21761791155916,108.2343930237684,102.53434342547621,56.92292795311946,139.0531879421581,149.20337843596226,4 rooms
B25017_006,126.8852975572459,145.01559388956034,37.570135785081895,73.68437770272138,84.47573736048689,107.99604902686171,136.89450867631885,102.80161248925556,103.49096094188175,89.31584722675849,5 rooms
B25017_007,119.74608937691104,138.83629495430037,71.3723141286375,99.12628174569159,44.50435929366737,82.30119092419075,131.76307977009003,131.8846366376877,95.42218612518212,72.46242851951133,6 rooms
B25017_008,107.51071214577965,97.17232839980274,122.79941549818705,122.80416307462872,26.364564830890906,53.94919889500427,128.0688969839656,133.78364528380467,95.63413323830996,58.57308530492088,7 rooms
B25017_009,93.26993475481447,68.52453496646221,181.7144236295276,137.677485680124,19.573821239818503,37.27184036947087,116.73011152735286,119.29450946863413,98.79402193362151,54.130116300288,8 rooms
B25017_010,82.04327191946503,44.82274665989637,268.00044490449847,142.5841318492889,15.114620911265353,20.975623067492467,103.3685803614524,94.07819982626967,96.7444799536393,57.67481949845812,9 or more rooms
B25024_002,119.46653706634407,97.99373557035132,128.38705114315755,116.72670720736456,21.898440985689767,72.35646088810883,134.816591905692,132.0890573540573,82.09824922792993,39.95582836633954,"1, detached"
B25024_003,77.67458752020394,199.2574455249628,63.365536279045656,89.26000677700861,90.29504777261936,82.10912978396937,24.663744963949508,68.77020027712832,215.07848709561776,171.42018021135834,"1, attached"
B25024_004,206.25994425554967,312.15890276888933,21.59510849118637,17.85346329108331,132.09339180326452,115.68978612002387,33.460374845459654,85.08345318687,66.98800287576198,341.4566279885663,2
B25024_005,169.70920454666347,187.0178426458225,13.691506933609885,19.709392097120094,240.29341142748012,119.91778333784278,24.46576063663894,36.9547298567671,136.5319520378393,270.42033075888344,3 or 4
B25024_006,125.42712590417051,130.21316307066473,10.776064672447069,19.399175179468482,324.66359177446185,89.24834217963898,17.98604915125566,23.020065835054087,203.24674294506346,197.5538410890697,5 to 9
B25024_007,82.1790594661297,75.79466062740292,8.495604646227106,17.172974925687956,404.9299185065984,70.22309739819336,10.871670422807142,16.844200473013817,238.88635319565185,178.10720184813903,10 to 19
B25024_008,79.07582685663785,50.511173176806444,10.102192841105548,12.84276218532854,443.70226434132627,48.60898996462001,9.070332501213711,15.026075859045537,200.14716539922213,294.9288137010999,20 to 49
B25024_009,49.795745530883046,45.00479829639721,9.220240741420046,9.337180053484268,452.70747774450876,28.522877792987643,4.672454240471486,9.048287160890501,180.52832006021666,445.96331011576405,50 or more
B25024_010,101.6357317333386,47.18273876247776,4.892139861261558,40.408781768401184,26.403427314253193,108.94864621304046,393.2112631400864,11.148696207489886,37.19032988363099,2.978971604976833,Mobile home
B25034_002,41.86854183210143,27.582197845406363,75.63401856936878,170.95464507466372,103.40162327287013,43.25274097585832,101.25663872360772,23.259824172506132,164.21327114832366,129.39756957149712,Built 2014 or later
B25034_003,53.889314414040335,45.88080652254358,68.65417593180207,161.14670963694834,110.92278887087204,51.018345902488015,112.66050132087082,21.53815271026819,157.66627734535567,97.11700022142814,Built 2010 to 2013
B25034_004,52.88051848233491,37.75166528997653,78.49191388482383,177.03456277846354,74.0069404484125,53.825371416468336,133.61521528102892,23.96038280035331,143.68095226492053,63.845143222340774,Built 2000 to 2009
B25034_005,69.3247468025424,39.3709562350991,99.31330779394509,131.6375192133793,91.8244149185793,58.09092478173801,148.56815311570602,31.23724242489267,148.01105949904542,38.99735122390492,Built 1990 to 1999
B25034_006,80.65043837590142,48.92747645285587,92.47026041240338,100.72730133394236,127.89317070738635,75.66552880684495,126.80262103063843,44.69222414545626,157.07031644504048,51.818748833620745,Built 1980 to 1989
B25034_007,112.8436089928801,81.53453871342617,86.14555172098989,69.17562868737168,141.7337283183698,85.3172991162361,121.65881850281303,86.15429906293609,128.88892126327983,61.85107559405858,Built 1970 to 1979
B25034_008,128.2608365162695,137.92997904120594,103.92808027766169,34.98899681511306,130.06687520460687,96.24863155133167,90.00073489638119,169.67031741402297,96.80760094813213,108.04954566403846,Built 1960 to 1969
B25034_009,156.27546943515796,189.19569001199267,100.85356696563595,19.65208549319936,89.05245884857698,113.8151512002683,72.3375504478886,249.0703733900263,63.52779306038304,116.4418066220658,Built 1950 to 1959
B25034_010,194.20612061077196,262.7471290720086,70.41105823622928,15.05948768303046,100.24434840608629,110.9200368514019,82.48634431391542,177.93884712576943,37.041200450128436,185.35573169976448,Built 1940 to 1949
B25034_011,220.71534262201382,234.25757772270913,59.12203652219237,14.167311948977131,120.15982912158209,61.609683082107146,94.454905353268,106.23133278615416,25.524475510736664,337.7033546404666,Built 1939 or earlier
B25041_002,112.67415727181573,80.12767533086696,14.203718291608158,14.846960604704677,401.45384421481475,69.70796916358063,53.00444463650138,22.22348756240508,108.08960026210134,319.67366075064916,No bedroom
B25041_003,132.9491072581954,102.72956861139355,12.11019568537687,12.436505300711074,337.85234712719523,67.34746308807425,53.14820736883068,27.407892903399635,142.51608667333912,283.90927511919347,1 bedroom
B25041_004,142.91071269158942,133.6897932614,26.2757018234262,35.969363243187175,162.57012093307998,93.58272997513988,110.25516418782001,73.27259038401534,138.95722486653247,142.73045580493948,2 bedrooms
B25041_005,112.47204375176017,119.08017832407882,77.90512582407992,101.88698343751177,42.035689971274344,82.54334709710284,145.16932805192684,126.4118760667525,92.65695378736683,61.6932737362709,3 bedrooms
B25041_006,75.43245837589981,64.34176072610033,205.84516972514874,152.8916941344653,22.777433739309657,52.74063975762655,97.9908476864814,105.59669449377145,98.48952507784736,48.52845347473379,4 bedrooms
