UniqueID,V1,V2,V3,V4,V5,V6,V7,Stub,CONCEPT,DOMAIN
B16004_014,193.8597479111277,99.57697532180171,111.02963206752814,95.02704749418237,54.07262311277241,195.2409952702211,109.4279469561588,Speak Asian and Pacific Island languages:,POP,Language
B16004_019,102.6172498602421,92.197056321999,103.61431847886439,57.014584608659604,72.15660517181675,175.56454767793494,81.70458989009983,Speak other languages:,POP,Language
B16004_031,141.09788734049098,73.99729505562786,75.38848557035328,41.92210490521514,52.56559090331583,238.06459916588207,221.64966523560548,Speak other Indo-European languages:,POP,Language
B16004_036,210.75386789353857,95.35839326865812,96.00749783173363,92.13782408721336,41.6524168526721,256.4010047089494,243.39514630890483,Speak Asian and Pacific Island languages:,POP,Language
B16004_041,112.1596261394441,88.22531924823191,101.73620835365587,47.48796646562755,63.38606792623707,254.11212110036433,196.5116335317698,Speak other languages:,POP,Language
B16004_053,148.9416772302135,79.08027427813875,48.443945441745015,41.8914826868174,87.00467477312797,79.79120515690579,357.80241461513305,Speak other Indo-European languages:,POP,Language
B16004_058,279.0477137660447,123.92066692814632,89.27365217623809,110.61451384189863,46.52668705838387,74.61762093437828,345.1815727896432,Speak Asian and Pacific Island languages:,POP,Language
B16004_063,131.5826345962615,87.47710714652584,67.2911748672367,33.929721485408564,77.99226739045992,91.86740827189567,241.98623483283654,Speak other languages:,POP,Language
B19001_002,44.2058327536244,51.59222484062056,47.69430445040959,54.60629345632918,56.82128457432154,115.80109165319664,286.5871656532268,"Less than $10,000",ECONOMY,Wealth
B19001_003,39.99469318210795,48.79704242483044,39.80850865635228,60.7117063312853,63.32737881762288,83.0219532634386,277.36838305249523,"$10,000 to $14,999",ECONOMY,Wealth
B19001_004,46.38694337064529,57.88334786118726,47.253009663372545,69.50200288297825,81.68750542514404,91.77160298574866,211.02539971989276,"$15,000 to $19,999",ECONOMY,Wealth
B19001_005,50.92786355333839,66.73548425012643,57.41073069353341,79.18519230121649,93.23733554766777,107.86580178532452,186.3390052766252,"$20,000 to $24,999",ECONOMY,Wealth
B19001_006,53.516256105248296,72.99301015682575,65.33960039724698,85.87695967298609,102.04405461944945,117.53861263011277,171.17282578645145,"$25,000 to $29,999",ECONOMY,Wealth
B19001_007,57.3707907973902,81.2110903302249,74.38640929534628,86.41215195595528,106.43365237006499,133.55298023118135,164.89457799800752,"$30,000 to $34,999",ECONOMY,Wealth
B19001_008,62.01487306035879,88.35953311486499,80.1309438792593,91.04300260438669,116.7710523185832,144.3848285670431,161.7271420753271,"$35,000 to $39,999",ECONOMY,Wealth
B19001_009,64.03719149488587,89.6321046128227,86.72352574303055,94.20159168508849,118.72087289964301,162.20353591254658,151.09983219351227,"$40,000 to $44,999",ECONOMY,Wealth
B19001_010,69.40220747504469,97.57542232907885,91.87540861308537,94.9157330736427,122.17854617184425,155.0264742203432,144.20752094863087,"$45,000 to $49,999",ECONOMY,Wealth
B19001_011,78.48498209635034,103.08114978247387,98.93710692033156,93.19848827681766,127.59522246828514,160.61085714810986,149.17157990065996,"$50,000 to $59,999",ECONOMY,Wealth
