GEOID,cluster
010139531002,2
010970036081,1
010970036021,5
010970036022,2
010970035022,3
010970015012,2
010119522003,2
010119522001,2
010150002001,2
010150023001,7
010150023003,1
010150023004,2
010150003002,2
010150006001,2
010150013002,1
010150013001,7
010139532001,7
010139532002,2
010139528001,1
010970009012,1
010970010012,1
010970010011,2
010970018002,2
010970021001,2
010970021002,2
010479573002,2
010150021033,9
010810420041,7
010810420042,7
010810421011,7
010810421012,7
010810421021,7
010810421023,7
010810409013,9
010810409012,4
010810406042,9
010810406041,5
010810408002,5
011290440003,7
011250114022,5
011250119022,2
011250114011,9
011250114012,5
010970070003,7
011010054071,4
011010055012,4
011010056052,4
011010056051,9
011010054101,8
011010054102,5
010550105011,4
010150012021,7
010150012022,8
010150012012,2
010810409024,9
011030051071,4
011030051081,5
011030051083,9
011030051082,3
011030051093,5
011030051092,5
011030051091,6
011030053041,7
011030053042,4
010950308011,1
010150007003,5
010150007002,2
010890112004,4
010990760002,1
010990760001,7
010990759001,7
010990759004,1
010990759005,7
010990759003,2
010990761003,7
010990761005,7
010990761002,1
010990761001,7
010439654021,7
010730111046,4
010730111044,8
010730111043,4
010730108022,3
010730129071,3
010730129072,9
010730112063,7
010730129082,9
010730129081,5
010730129084,9
010730111082,4
010730111081,3
010970026003,2
010059502003,1
010059502001,2
010059507002,1
010059506002,7
010330201002,1
010330201003,2
010330201001,1
010330204001,3
010330205004,4
010330205001,2
010330205003,1
010330206003,1
010330208011,7
010330208012,7
010330208013,7
010330210002,7
010330210003,7
011130304011,9
011130304014,9
011130304021,4
011130304022,7
011130309012,7
011130308002,2
010970071013,7
011110004004,7
011110002001,7
011110002003,7
011110001002,7
010730124033,7
010730116003,7
010730117042,7
010730121034,2
010730121032,7
010030104003,7
010730107064,4
010259578001,2
010259578002,7
010259578005,7
010259578004,2
010259578003,2
010259578006,1
010259577002,7
010259577001,7
010570203005,1
010570203002,7
010570203003,2
010570203001,1
010570203004,7
010570200001,7
010150015003,7
010730118042,8
011010056101,7
011010056121,4
011010055041,4
011170303402,4
011170303403,4
011170303332,4
010810420023,4
010857811002,7
010857812004,7
010857812001,7
010730047014,10
010550104011,8
011170303202,4
011170303164,4
011170303153,4
010150017004,1
010150017001,7
010090505003,1
010090501023,1
010090501024,7
010090501021,1
010090503004,7
010090503002,7
010090507004,7
010090507003,7
010670303001,7
010670303002,7
010670305002,2
010670305003,1
010970015011,2
010970029002,2
010970029001,9
010970035012,8
010970062002,7
010970062001,7
010970069012,7
010970069013,6
010970040002,2
010970040001,2
010359606003,2
010359606002,7
010872322002,7
010872322001,7
010872314001,7
010872323001,7
010872323002,7
010010208011,7
010010208012,4
010010208021,7
010010208024,7
010010208022,4
010010208023,7
010179540003,2
010179540005,7
010730108053,8
010730108054,3
010730129061,3
010730129063,9
010030116012,7
010030114052,9
010030114051,9
010030114063,9
010030114061,1
010030114072,9
010030114073,9
010030115011,7
010030115012,7
010030115022,2
010030115023,1
010030109051,7
010030111011,4
010030111012,4
010030112021,9
010030111022,4
010259576025,1
010259576021,7
010259576024,7
010259576022,7
011150404022,7
011150404023,7
011150404012,7
011150402051,7
011150402053,4
011150402041,7
010179540006,7
010179540002,7
010179542002,7
010179542003,7
010179542001,7
010179543004,7
010890110111,3
010890003022,2
010890003021,2
010890025022,5
010890025021,6
010890026003,9
010890026001,9
010890026004,3
010890106212,4
010890106223,9
010890106221,9
010890107012,4
010890107014,4
010890002011,2
010890005011,2
010890009022,8
010890015002,9
010890015004,8
010890015001,5
010890017002,3
010890025012,5
010890027221,3
010890019021,9
010650400001,7
010650403002,7
010650404002,2
010650404003,1
010650404004,2
010650404001,7
010890110121,4
010890110211,9
010379611002,7
010499604005,7
010499604002,7
010499604003,7
010499604004,7
010499605001,7
010499605004,7
010499605002,7
010499605003,7
010499608003,7
010499608002,6
010499608001,6
010499612001,4
010499612002,4
010970049004,2
010970049002,2
010970068011,4
011270207002,7
010610501004,1
010610505002,7
010610505001,7
010610503005,7
010610503001,7
010610503004,8
010610502002,7
010499607002,6
010499607001,7
010539706003,2
010539706002,2
010539701003,4
010539701001,7
010539704002,8
010330206001,1
010330206002,1
010330206004,2
010330207012,4
010330207011,8
010330203003,2
010330203002,2
010330208023,7
010330208021,7
010330208022,7
010970061042,7
010970061041,7
010970002001,5
010970006001,2
010970009021,1
010970009022,1
010379610003,2
010379610002,7
010810409022,5
010810409021,4
010890106224,5
011170306072,4
010970013022,2
010210604025,7
010119525001,7
010119525002,7
010990757001,7
010990757002,7
010990762002,7
010990762001,7
010990758002,2
010990758001,7
010730143011,7
010730142043,4
010730142044,4
010730142045,4
010730142046,3
010730144052,9
010730100021,8
010730058001,5
010730058003,5
011010054104,5
011010055032,4
011010055031,3
011010056081,3
011010056111,9
011010056061,4
011010056064,2
011010054091,5
011010054092,4
011010054084,3
011010054081,4
011170303203,4
010730111074,4
010539704001,7
010970004021,5
010970036061,9
010970036072,5
010970039012,2
010970051001,2
010970051002,2
010179543003,2
010179543005,7
010179545003,2
010179545004,2
010730051043,5
010730051042,5
010890110113,4
010890110112,3
010479562011,7
010479562012,7
010479572002,2
010479572001,7
010479567021,1
010479567011,8
010479562022,7
010479562021,7
010479569001,7
010479569002,7
010479569003,2
010479566004,2
010479566003,10
010479566001,2
010479568003,8
010970037062,8
010970037051,9
010970037041,9
010970032052,5
010970032042,5
010479568002,2
010479565001,2
010479565003,2
010970010022,1
010970025013,8
010970025012,8
010970028002,2
010970028001,2
010970033023,3
010970033021,9
010150026003,7
010150026002,7
010150004003,2
010150004001,7
010150010002,7
010150010001,4
010150010003,4
010150021031,1
010150025011,7
010150025013,4
010150016003,7
010150016001,7
010150021012,5
010890110221,9
010890110222,9
010890112003,9
010890112001,4
010890113003,7
010890113002,7
011170303062,8
011170303063,2
011170306082,3
011170306083,4
011170303313,4
011170303333,4
011170303321,4
011170302171,3
011170302172,3
011170302173,4
011170302161,9
011170302162,3
010359602002,7
010359602001,7
010730111075,7
011210103022,7
011210103023,7
011210102011,7
011170304062,6
010479565004,2
010479564001,2
010919732002,2
010919734004,1
010919734003,7
010919729002,2
010919729005,2
010919729001,7
010690403011,8
011030053032,7
011030053021,7
011030053022,7
010690403012,9
010690403013,5
010690403021,6
011170302163,4
011170302131,9
011170302133,9
011170302111,4
011170301022,7
011170301021,7
011170304071,1
011170309002,7
011170309001,7
011170305012,4
011170305013,7
011170304081,7
011170304082,7
011170301031,7
011170302142,4
010730112081,4
010730109004,2
010059509003,2
010730129053,9
010730107042,9
010730111092,8
010730111093,4
010730111111,4
010730111112,4
010730141053,8
010950304011,7
010950304012,1
010950304021,7
010950304023,7
010359605001,2
010359605002,1
010359604001,7
010359604003,7
010359604002,7
011010054021,2
011010018003,8
011010018002,8
011010018001,2
010950306003,7
010950306001,1
010950306002,1
010950306004,7
010950310002,7
010950310003,7
010950311003,1
010950311002,1
010950308013,1
010950312003,7
010950312002,7
010139527001,1
010139529001,1
010139530002,7
010139533002,7
010139533001,7
010139534002,7
010630601004,2
011170302143,4
011170302141,4
011170303363,3
011170303342,4
011170307041,7
011170307042,7
011170303303,9
011170303302,3
011170306043,4
010550104012,9
010730144064,4
010730138013,2
010730138011,2
010730138012,2
010239568005,1
010239568001,2
010239568003,7
010239568004,7
010239568002,7
010239569002,7
010239569004,7
010239569001,7
010239569003,7
010239570001,7
010239567001,7
011170303201,3
011170303152,4
011170303041,3
011170303191,6
011170303192,8
011170306041,4
011170303061,4
011270207001,7
011270218002,1
011270218003,7
011010060002,8
011010004002,2
011010004003,2
011010004007,2
011010017002,2
011091891002,1
011091886001,7
011150402042,7
011150402043,1
011150401061,7
011150401062,7
011150401063,7
010970064054,4
010970064042,4
010970064043,7
010970063022,7
010970063012,4
010310112023,6
010310112024,4
010890109013,4
010830202011,7
010830202022,7
010830202021,4
010830201024,7
010830201021,7
010830201012,7
010830201013,7
010970012002,2
011310352001,7
011310352002,7
011310351002,2
011310351003,7
011310351001,7
011310348001,2
011310348003,7
011190114001,2
011190114002,7
011190115001,7
010510309012,4
010510307011,4
010510307012,4
011239624002,2
011239624001,7
011010017005,8
011010017001,8
011010025001,6
011010025002,2
011010030002,2
011010030003,2
011010059022,2
011010059023,2
011010015001,2
011010019001,8
011010019004,8
010450202002,7
010450202001,7
010450205002,2
010450205001,8
010450205003,1
010450213001,7
010450213004,4
010450213002,7
010450213003,7
010450214001,7
010450212002,7
010450212001,6
010450201001,7
010450201002,7
010970071021,7
010970073002,7
010970073001,6
010970073004,1
010550002001,2
010550002002,1
010550009002,7
010550009001,2
010550011001,4
010550105013,4
010550106022,7
010550106021,7
010550112003,2
010550112001,2
010179545002,2
010179545001,1
010179544001,2
010179538001,7
010179538002,7
010179538003,7
010179539002,6
010179539004,2
010179539001,7
010179539003,2
010179546001,7
010179546003,1
010179546002,8
010259575001,7
010259575002,7
010890114001,7
010890009013,8
010890009011,4
011239625023,7
011239625022,7
011239627001,7
011239627003,7
011239627004,7
010550110012,7
011150401042,9
011150401032,7
011150405014,4
010730023061,8
010730106022,2
010730100013,8
010730057011,2
010730057013,2
010730108032,4
010770117001,7
010770117002,7
010730108034,3
010950309023,7
011170307032,1
011170307031,7
010730128033,9
010730128034,9
010730128031,3
010059505003,7
010919733001,7
010919733003,7
010919733002,7
010919731001,7
010919731003,7
010919731002,7
010919730005,7
010919730004,7
010919730003,1
010919730006,7
010919732001,7
010970035013,3
010857812003,2
010857808001,7
010857808003,7
010857810002,7
010857810001,7
010770111023,4
010890114003,7
010890023001,1
010890023004,1
010890024004,2
010890024002,5
010890024001,5
010890105011,4
010890105021,7
010890105022,4
010890002022,2
010890019031,3
010890022001,5
010450204002,7
010450203001,7
010539707004,2
010539707003,2
010539698003,7
010539698001,7
010539698004,7
010539702001,2
010539702002,2
010539703002,7
011270215001,1
011270209003,7
011270209001,7
011270214002,7
011250119011,5
011250119012,1
011250119013,2
011250114021,9
010090506011,7
010090506012,7
010090506021,7
010090506025,7
010090506022,7
010090506024,4
010090506023,7
010730050001,5
010890009012,8
010890010001,1
010890010004,1
010890010003,1
010890010002,1
010550013002,2
010550017001,2
010550017002,1
010550012001,5
010550012002,1
010550103001,7
010550103003,7
010550008001,2
010550102002,2
010970037071,9
010970037093,9
010970061032,2
010970061031,7
010970068022,7
010259579022,1
010259579023,1
010550102001,7
010550102005,4
010550108002,7
010970064051,9
010970064053,9
010970007021,2
010970007022,2
010970038001,2
010970012001,2
010970032032,5
010970058002,7
010970024001,2
010970024002,2
010970037102,9
010970071011,7
011010016002,2
011010021001,3
011010021002,2
010770111024,5
010770111021,7
010730119012,2
010730119013,2
010730144082,9
010730129132,9
010730129131,5
010730113023,7
010730113021,7
010730111102,4
010730111103,4
010730110011,9
010730110013,3
010730110015,8
010730128023,9
010730129111,3
010730129114,3
010730059032,2
010730059031,8
010730059051,2
010730118031,2
011190115003,2
011190113001,2
011190113003,7
011190113004,2
011190113002,7
011190116002,7
010810420031,7
010730117054,8
010730117053,8
010730120011,8
011030051063,9
010730049011,9
010730111091,4
010730123052,4
010730123053,8
010730123051,8
010730123041,8
010730123042,9
010730051031,2
011290442001,4
011290442004,7
011290443003,7
011290440002,2
010810409023,5
011010022011,2
010950304022,7
010950307011,1
011091893001,7
011091893002,2
011091893003,7
011091893004,7
011091890003,2
011091890004,1
011091890001,7
011091890002,4
011091890005,1
011091891001,7
011091891003,1
010730127041,4
010730110021,1
010119525003,7
010630601003,2
010199561004,7
010199558004,7
010030116014,7
010970072021,9
010970072022,7
010970064061,4
010970064062,4
010970064072,4
010970067022,7
010970067023,7
010970065011,7
010970065021,7
010970065022,7
010970065023,7
010970071012,4
011150401041,4
010890106242,4
010890106243,4
010890013021,1
010890013012,5
011091892001,7
011091892002,7
011091889002,2
011091889001,2
011091889003,2
011091887001,7
011091888002,7
011091888001,7
011056871004,2
011250101023,7
011250107025,8
010730049022,5
010730049023,5
010730049021,5
010730049012,5
010970074003,8
010970074004,2
010970076002,2
010970077001,2
010970077003,2
010950307012,6
010950307022,1
010950307023,1
010950307024,7
010890031001,9
010890031002,5
010890030003,2
010890103021,7
010890109011,3
010890109012,3
010890005032,1
010890005031,2
010890006012,8
010890006011,2
010890029214,9
010890029211,5
010890029212,4
010890029213,8
010890019012,3
010890019011,8
010890027011,9
010890028011,5
010890028013,9
010890029222,3
010890029221,4
010730139011,2
010770101002,5
010510308001,8
010690419002,7
010210601011,2
010730104014,2
011030056002,7
010439644001,7
010599729001,7
011170303161,4
011250124051,2
011310348004,7
011239627006,7
010970067012,7
010450208025,1
010030109063,7
011170304061,1
010939645002,7
010730023052,8
011030052003,7
010550004003,8
010730032002,2
010730133003,2
010919734005,1
010890023002,6
010539707002,1
010730059052,2
010730121042,2
011290443001,7
011010026001,8
011010054024,5
011170303034,9
010070100041,7
011110004001,7
010379612003,7
010150018003,7
010810421024,4
011010054072,4
010890107011,4
010650405001,2
010730059091,2
011010056082,3
011210102022,7
011170307012,7
010730144042,9
010770115011,5
010690412002,2
010730104021,8
011270215002,7
010730120024,9
011250106023,7
010730107051,3
011130305001,1
010030107051,9
011250125011,7
011070503002,7
010499613005,7
011270210001,7
011010056041,4
010730029002,2
010419637001,7
010439649004,8
010310109002,7
011070502001,7
010730107023,3
010770103001,2
010830205001,1
011010004004,2
011010015003,5
010550011003,8
010730023062,8
010919730001,7
010719508003,8
010730128022,9
010890106121,9
010059503001,7
010150009003,9
011056870005,2
010872316011,7
010770115023,3
011250120003,5
010890027222,9
010970057002,4
010890103014,7
010550111001,7
010150021011,5
010730112101,5
010730051041,5
010610503006,2
010970034061,1
010970037072,9
010730038021,2
011030051011,7
011030053012,9
011150405013,8
011250106011,7
010730024003,2
011010024002,2
011210120002,2
011130307002,2
010730057023,2
010399626001,1
010690407001,6
010719509001,7
010730127013,7
010690408002,7
011010014003,10
010030104002,7
011250118001,2
010799791001,7
010970023021,2
010570204003,7
010810412001,4
010730126022,1
011010032004,8
010890107021,4
011170303171,4
010970066003,7
010950302012,7
